Code commune,Libelle de la commune,Population totale,APL aux medecins generalistes,APL aux medecins generalistes de 65 ans et moins,APL aux medecins generalistes de 62 ans et moins,Population standardisee par la consommation de soins par tranche d age
13053,Mallemort,6134,"3,815","3,712","2,608","6245,091"
13054,Marignane,32384,"4,147","3,71","3,414","32592,604"
13056,Martigues,48574,"4,467","3,918","3,409","49736,685"
13057,Mas Blanc des Alpilles,517,"4,352","3,614","3,174","509,234"
13058,Maussane les Alpilles,2362,"4,268","3,891","3,601","2598,063"
13059,Meyrargues,3855,"4,705","4,569","4,175","3769,744"
13060,Meyreuil,5821,"3,362","3,078","2,978","5686,812"
13061,Saint Pierre de Mezoargues,215,"2,512","1,928","1,527","221,894"
13062,Mimet,4213,"2,724","2,472","2,413","4419,812"
13063,Miramas,26428,"2,897","2,404","2,173","26174,093"
13064,Molleges,2656,"3,318","2,951","2,447","2691,93"
13065,Mouries,3410,"3,374","3,239","2,996","3543,952"
13066,Noves,5847,"6,124","5,359","4,88","5904,084"
13067,Orgon,2821,"3,738","3,174","2,813","2910,381"
13068,Paradou,2110,"4,098","3,59","3,358","2107,287"
13069,Pelissanne,10487,"4,63","4,134","3,692","10857,843"
13070,La Penne sur Huveaune,6519,"5,893","4,897","4,383","6748,552"
13071,Les Pennes Mirabeau,21623,"5,903","5,117","4,652","22364,179"
13072,Peynier,3540,"4,235","3,765","3,583","3540,047"
13073,Peypin,5598,"3,109","2,951","2,828","5687,63"
13074,Peyrolles en Provence,5134,"3,655","3,551","3,271","5031,838"
13075,Plan de Cuques,11649,"5,867","4,643","4,238","12535,838"
13076,Plan d Orgon,3515,"3,994","3,397","2,911","3512,336"
13077,Port de Bouc,16651,"3,522","3,082","2,683","17098,135"
13078,Port Saint Louis du Rhone,8424,"4,237","3,041","3,041","8569,162"
13079,Puyloubier,1783,"2,987","2,298","2,215","1831,609"
13080,Le Puy Sainte Reparade,5882,"3,793","3,529","3,178","5984,065"
13081,Rognac,12086,"6,538","6,093","5,499","11993,294"
13082,Rognes,4637,"3,413","2,847","2,542","4903,102"
13083,Rognonas,4058,"4,482","3,975","3,41","4259,488"
13084,La Roque d Antheron,5426,"2,9","2,658","2,151","5541,583"
13085,Roquefort la Bedoule,6015,"8,232","7,063","6,489","6251,513"
13086,Roquevaire,8713,"4,334","3,84","3,554","8888,382"
13087,Rousset,4918,"3,921","3,486","3,356","4821,232"
13088,Le Rove,5145,"5,627","4,901","4,418","5275,035"
13089,Saint Andiol,3346,"4,422","3,968","3,523","3386,062"
13090,Saint Antonin sur Bayon,123,"1,192","0,921","0,898","137,161"
13091,Saint Cannat,5638,"4,445","3,691","3,266","5843,452"
13092,Saint Chamas,8591,"3,015","2,633","2,392","8481,321"
13093,Saint Esteve Janson,379,"3,258","3,041","2,685","366,371"
13094,Saint etienne du Gres,2497,"3,731","3,025","2,642","2640,77"
13095,Saint Marc Jaumegarde,1236,"4,6","4,3","4,143","1332,239"
13096,Saintes Maries de la Mer,2144,5,"3,51","1,49","2416,863"
13097,Saint Martin de Crau,13413,"3,699","3,28","3,145","13811,063"
13098,Saint Mitre les Remparts,5820,"4,605","3,92","3,416","6207,341"
13099,Saint Paul les Durance,885,"3,447","2,846","2,791","887,451"
13100,Saint Remy de Provence,9769,"4,001","3,634","3,096","10500,905"
13101,Saint Savournin,3443,"3,251","3,013","2,967","3357,353"
13102,Saint Victoret,6631,"6,907","6,193","5,616","6677,329"
13103,Salon de Provence,45386,"4,187","3,78","3,579","45367,203"
13104,Sausset les Pins,7581,"2,35","2,271","2,064","8273,047"
13105,Senas,6894,"5,006","4,571","3,904","7008,155"
13106,Septemes les Vallons,11196,"3,93","3,37","3,001","11455,614"
13107,Simiane Collongue,5808,"3,466","2,97","2,742","5959,071"
13108,Tarascon,15811,"3,394","2,532","2,115","15522,746"
13109,Le Tholonet,2271,"3,826","3,331","3,086","2297,51"
13110,Trets,10303,"3,67","3,071","2,923","10349,387"
13111,Vauvenargues,1007,"2,994","2,994","2,994","1072,303"
13112,Velaux,8582,"3,446","3,306","2,923","8667,914"
13113,Venelles,8400,"4,764","4,323","3,863","8575,623"
13114,Ventabren,5407,"3,069","2,913","2,547","5673,499"
13115,Vernegues,2028,"3,128","2,922","2,154","1904,793"
13116,Verquieres,819,"4,486","4,036","3,577","813,271"
13117,Vitrolles,33333,"3,599","3,17","2,918","32663,3"
13118,Coudoux,3702,"6,844","6,345","5,687","3621,291"
13119,Carnoux en Provence,6498,"5,421","4,675","4,158","6887,516"
14001,Ablon,1212,"3,871","3,717","3,068","1216,165"
14003,Agy,304,"3,628","3,25","2,754","302,448"
14005,Valambray,1723,"3,684","3,6","2,961","1691,841"
14006,Amaye sur Orne,1046,"2,645","2,627","2,491","1026,95"
14007,Amaye sur Seulles,231,"3,147","3,147","2,668","228,446"
14009,Amfreville,1356,"2,891","2,567","2,47","1354,088"
14011,Aurseulles,1894,"2,582","2,528","2,161","1800,227"
14012,Angerville,192,"3,006","2,758","2,674","184,395"
14014,Colomby Anguerny,1206,"5,55","5,079","4,544","1182,651"
14015,Anisy,738,"5,351","4,928","4,369","745,505"
14016,Annebault,484,"3,857","3,297","3,036","483,292"
14019,Arganchy,219,"3,829","3,377","2,881","216,455"
14020,Argences,3795,"2,673","2,666","2,324","3833,518"
14021,Arromanches les Bains,473,"2,915","2,615","2,285","524,094"
14022,Asnelles,584,"2,878","2,578","2,242","656,473"
14023,Asnieres en Bessin,68,"2,509","2,235","2,107","68,05"
14024,Auberville,591,"4,446","4,036","3,734","574,066"
14025,Aubigny,308,"3,661","2,929","2,58","310,7"
14026,Audrieu,1109,"3,421","3,117","2,699","1067,003"
14027,Les Monts d Aunay,4595,"3,119","3,119","2,408","4626,562"
14030,Authie,1696,"7,501","7,087","6,378","1664,006"
14032,Les Authieux sur Calonne,275,"4,032","3,45","3,027","277,251"
14033,Auvillars,216,"1,536","1,204","1,092","223,02"
14034,Avenay,569,"3,812","3,666","3,416","528,696"
14035,Balleroy sur Drome,1374,"2,859","2,451","2,18","1342,358"
14036,Banneville la Campagne,172,"5,391","5,075","4,666","158,96"
14037,Malherbe sur Ajon,565,"2,884","2,884","2,373","546,679"
14038,Banville,789,"3,493","3,051","2,67","780,794"
14039,Barbery,824,"2,727","2,662","2,506","769,668"
14040,Barbeville,189,"4,184","3,681","3,11","188,997"
14041,Barneville la Bertran,124,"3,365","2,949","2,576","132,001"
14042,Baron sur Odon,975,"2,337","2,31","2,174","951,144"
14043,Barou en Auge,70,"2,143","1,912","1,565","79,627"
14044,Basly,1073,"4,663","4,169","3,669","1016,84"
14045,Basseneville,252,"3,484","3,282","3,157","249,895"
14046,Bavent,1923,"3,814","3,496","3,331","1880,734"
14047,Bayeux,12682,"3,992","3,56","3,071","13692,001"
14049,Bazenville,139,"3,546","3,187","2,797","140,913"
14050,La Bazoque,181,"1,349","1,076","0,995","180,623"
14053,Beaumais,172,"2,972","2,511","2,114","172,818"
14054,Beaumesnil,200,"2,929","2,884","2,661","194,577"
14055,Beaumont en Auge,405,"5,238","4,317","3,804","425,772"
14057,Bellengreville,1477,"3,421","3,364",3,"1444,287"
14059,Benerville sur Mer,414,"4,414","3,778","3,313","477,889"
14060,Benouville,2042,"4,969","4,508","4,166","2093,798"
14061,Souleuvre en Bocage,8950,"2,854","2,81","2,586","8972,074"
14062,Beny sur Mer,447,"4,245","3,795","3,323","427,511"
14063,Bernesq,214,"2,462","1,979","1,735","215,285"
14064,Bernieres d Ailly,224,"2,5","2,269","1,784","220,573"
14066,Bernieres sur Mer,2274,"3,478","3,002","2,583","2357,576"
14068,Bieville Beuville,3561,"4,775","4,479","4,086","3675,48"
14069,Beuvillers,1338,"3,238","2,502","2,228","1340,909"
14070,Beuvron en Auge,194,"2,613","2,421","2,138","216,208"
14076,Blainville sur Orne,5855,"5,137","4,764","4,383","5716,878"
14077,Blangy le Chateau,719,"3,593","3,023","2,75","764,189"
14078,Blay,370,"3,298","2,879","2,378","358,204"
14079,Blonville sur Mer,1553,"4,613","3,913","3,448","1727,453"
14080,Le Bo,124,"3,472","3,472","3,013","119,864"
14082,La Boissiere,189,"3,268","2,557","2,236","170,611"
14083,Bonnebosq,666,"2,509","1,975","1,771","699,75"
14084,Bonnemaison,403,"3,195","3,195","2,468","411,731"
14085,Bonneville la Louvet,795,"3,038","2,726","2,553","820,467"
14086,Bonneville sur Touques,325,"4,855","4,017","3,401","346,85"
14087,Bonnœil,125,"3,288","3,057","2,789","127,899"
14088,Bons Tassilly,406,"2,98","2,473","2,254","410,498"
14089,Bougy,394,"3,495","3,402","3,024","364,729"
14090,Boulon,736,"3,037","2,966","2,759","722,858"
14091,Bourgeauville,102,"4,227","3,541","3,146","112,04"
14092,Bourguebus,2186,"3,434","3,333","3,111","2033,87"
14093,Branville,198,"3,586","3,132","2,899","189,978"
14096,Bremoy,226,"2,375","2,375","2,159","224,527"
14097,Bretteville le Rabet,305,"3,737","3,416","3,284","281,601"
14098,Thue et Mue,6120,"5,381","4,997","4,388","5851,286"
14100,Bretteville sur Laize,1913,"2,776","2,669","2,499","1906,589"
14101,Bretteville sur Odon,4005,"6,023","5,719","5,192","4207,378"
14102,Le Breuil en Auge,1012,"4,565","3,753","3,345","1095,781"
14103,Le Breuil en Bessin,408,"2,794","2,335","1,963","405,679"
14104,Le Brevedent,166,"4,256","3,563","3,289","165,908"
14106,Breville les Monts,660,"3,888","3,53","3,406","669,172"
14107,Bricqueville,164,"2,569","2,168","2,005","156,058"
14110,Brucourt,125,"3,261","2,998","2,95","129,317"
14111,Buceels,438,"3,092","2,809","2,447","431,417"
14116,Le Bû sur Rouvres,109,"2,797","2,757","2,406","106,495"
14117,Cabourg,3558,"3,285","3,004","2,969","4140,383"
14118,Caen,106230,"5,646","5,281","4,761","101466,994"
14119,Cagny,1966,"5,564","5,322","4,91","1930,632"
14120,Cahagnes,1396,"2,292","2,292","2,028","1344,241"
14121,Cahagnolles,252,"2,495","2,336","2,125","240,81"
14122,La Caine,158,"3,214","3,214","2,687","147,914"
14123,Cairon,2021,"2,949","2,734","2,39","1977,04"
14124,La Cambe,546,"3,962","3,632","3,504","573,417"
14125,Cambes en Plaine,1753,"6,385","5,948","5,339","1744,563"
14126,Cambremer,1334,"2,751","2,387","2,061","1405,93"
14127,Campagnolles,548,"3,77","3,681","3,234","520,642"
14130,Campigny,186,3,"2,646","2,22","178,924"
14131,Canapville,228,"5,597","4,62","3,92","243,428"
14132,Canchy,204,"3,495","3,083","2,948","210,45"
14134,Canteloup,186,"3,165","3,094","2,612","195,245"
14135,Carcagny,281,"3,727","3,386","2,918","276,736"
14136,Cardonville,101,"3,366","3,021","3,021","96,183"
14137,Carpiquet,2886,"4,491","4,229","3,834","2886,834"
14138,Cartigny l epinay,292,"2,543","1,926","1,763","279,291"
14140,Castillon,349,"2,835","2,517","2,192","335,883"
14141,Castillon en Auge,163,"1,67","1,67","1,67","160,961"
14143,Caumont sur Aure,2372,"2,141","2,05","1,91","2424,989"
14145,Cauvicourt,525,"3,937","3,599","3,407","505,067"
14146,Cauville,169,"2,357","2,357","1,826","173,16"
14147,Cernay,140,"1,614","1,15","0,921","137,19"
14149,Cesny aux Vignes,422,"3,428","3,364","2,752","397,729"
14150,Cesny les Sources,1338,"2,575","2,535","2,331","1371,41"
14159,Chouain,220,"2,763","2,48","2,129","220,576"
14160,Cintheaux,188,"4,088","3,743","3,559","179,247"
14161,Clarbec,342,"3,002","2,301","1,976","363,366"
14162,Clecy,1305,"3,654","3,654","3,131","1357,359"
14163,Cleville,382,"2,848","2,784","2,336","368,373"
14165,Colleville sur Mer,174,"2,771","2,49","2,132","180,523"
14166,Colleville Montgomery,2555,"3,579","3,275","3,004","2634,85"
14167,Colombelles,6976,"5,443","5,036","4,612","6912,573"
14168,Colombieres,207,"2,569","2,168","2,005","225,5"
14169,Colombiers sur Seulles,159,"4,074","3,581","3,151","159,017"
14171,Combray,144,"3,212","3,212","2,867","140,562"
14172,Commes,432,"2,859","2,5","2,088","456,097"
14173,Conde sur Ifs,440,"3,615","3,595","2,958","422,808"
14174,Conde en Normandie,6452,"3,432","3,357","2,795","6869,694"
14175,Conde sur Seulles,292,"3,027","2,681","2,287","268,839"
14177,Coquainvilliers,848,"3,424","2,703","2,393","871,784"
14179,Cordebugle,164,"2,167","1,302","1,211","158,492"
14180,Cordey,156,"3,709","2,723","2,572","158,632"
14181,Cormelles le Royal,4957,"6,253","5,955","5,535","5130,828"
14182,Cormolain,404,"2,167","1,945","1,819","403,424"
14183,Cossesseville,103,"2,721","2,721","2,361","105,912"
14184,Cottun,229,"3,793","3,344","2,872","231,096"
14190,Courcy,128,"1,773","1,773","1,338","133,943"
14191,Courseulles sur Mer,4196,"3,38","2,854","2,48","4985,766"
14193,Courtonne la Meurdrac,655,"2,477","1,824","1,642","669,141"
14194,Courtonne les Deux eglises,648,"2,537","1,594","1,503","640,428"
14195,Courvaudon,261,"3,382","3,382","2,656","250,996"
14196,Crepon,208,"3,278","2,876","2,491","213,881"
14197,Cresserons,1116,"4,242","3,874","3,467","1116,541"
14198,Cresseveuille,255,"2,291","2,07","2,034","253,329"
14200,Creully sur Seulles,2261,"3,581","3,165","2,727","2203,58"
14202,Cricquebœuf,267,"3,285","2,914","2,507","298,357"
14203,Cricqueville en Auge,192,"3,379","3,135","3,024","195,865"
14204,Cricqueville en Bessin,179,"1,796","1,572","1,572","191,822"
14205,Cristot,217,"3,096","2,842","2,473","209,044"
14206,Crocy,298,"2,633","2,172","1,775","310,785"
14207,Croisilles,646,"2,469","2,449","2,181","607,65"
14209,Crouay,512,"3,142","2,722","2,222","517,302"
14211,Culey le Patry,360,"2,636","2,636","2,123","352,972"
14214,Cussy,190,"3,656","3,207","2,735","187,01"
14215,Cuverville,2259,"3,374","3,182","2,96","2158,793"
14216,Damblainville,238,"3,261","2,569","2,122","234,534"
14218,Danestal,403,"3,204","2,78","2,583","378,113"
14220,Deauville,3565,"4,169","3,503","3,038","4226,285"
14221,Demouville,3117,"4,734","4,473","4,095","3225,153"
14223,Le Detroit,87,"2,509","2,278","2,151","93,791"
14224,Deux Jumeaux,49,"3,249","2,893","2,684","49,319"
14225,Dives sur Mer,5276,"3,188","2,925","2,889","5582,687"
14226,Donnay,299,"3,235","3,215","2,87","277,07"
14227,Douville en Auge,210,"3,357","3,047","2,913","219,596"
14228,Douvres la Delivrande,4973,"3,845","3,419","3,039","5114,484"
14229,Dozule,2293,"3,482","3,192","3,082","2410,382"
14230,Drubec,116,"4,704","3,909","3,529","119,603"
14231,Beaufour Druval,446,"2,474","2,176","2,064","433,568"
14232,Ducy Sainte Marguerite,168,"3,157","2,857","2,501","165,235"
14236,Ellon,585,"3,152","2,828","2,46","627,861"
14237,emieville,618,"3,995","3,816","3,558","573,745"
14238,Englesqueville en Auge,109,"5,463","4,485","3,786","114,968"
14239,Englesqueville la Percee,107,"1,952","1,728","1,728","108,853"
14240,epaney,511,"2,778","2,297","1,999","487,328"
14241,epinay sur Odon,621,"3,839","3,773","3,055","616,265"
14242,epron,1623,"7,462","6,957","6,303","1684,172"
14243,equemauville,1587,"3,601","3,185","2,793","1805,59"
14244,Eraines,312,"3,208","2,515","2,068","311,401"
14245,Ernes,320,"2,989","2,969","2,519","316,272"
14246,Escoville,807,"3,921","3,638","3,423","788,581"
14248,Espins,250,"2,395","2,376","2,184","247,717"
14249,Esquay Notre Dame,1431,"2,717","2,671","2,519","1317,781"
14250,Esquay sur Seulles,283,"4,022","3,648","3,191","297,184"
14251,Esson,539,"2,359","2,359","2,014","509,296"
14252,Estrees la Campagne,260,"3,692","3,388","3,137","240,07"
14254,eterville,1653,"6,559","6,249","5,675","1609,037"
14256,etreham,336,"3,573","3,11","2,616","330,434"
14257,evrecy,2013,"2,765","2,699","2,377","2019,157"
14258,Falaise,7968,"3,129","2,417","2,068","8250,435"
14260,Fauguernon,245,"3,567","3,08","2,834","256,042"
14261,Le Faulq,338,"3,72","3,197","2,987","318,477"
14266,Feuguerolles Bully,1439,"4,39","4,208","3,927","1397,213"
14269,Fierville les Parcs,226,"4,395","3,585","3,15","224,698"
14270,Firfol,398,"3,045","2,393","2,21","400,879"
14271,Fleury sur Orne,4938,"6,85","6,524","5,986","4909,711"
14272,La Folie,96,"1,938","1,522","1,359","105,107"
14273,La Folletiere Abenon,136,"2,447","1,751","1,293","144,459"
14274,Fontaine etoupefour,2617,"4,563","4,38","4,064","2519,115"
14275,Fontaine Henry,464,"3,915","3,514","3,101","458,447"
14276,Fontaine le Pin,355,"2,137","1,867","1,817","347,118"
14277,Fontenay le Marmion,1941,"2,906","2,814","2,671","1867,663"
14278,Fontenay le Pesnel,1199,"2,768","2,574","2,254","1200,391"
14280,Formentin,256,"2,925","2,31","2,064","244,881"
14281,Formigny La Bataille,735,"4,379","3,892","3,473","752,137"
14282,Foulognes,208,"2,355","2,168","1,984","209,316"
14283,Fourches,224,"2,535","2,073","1,775","218,655"
14284,Fourneaux le Val,156,"2,843","2,234","2,134","158,516"
14285,Le Fournet,71,"2,623","2,041","1,822","63,448"
14286,Fourneville,484,"3,878","3,369","2,782","477,797"
14287,Frenouville,1970,"3,336","3,22","2,997","1920,242"
14288,Le Fresne Camilly,933,"2,616","2,384","2,058","927,191"
14289,Fresne la Mere,584,"3,025","2,333","1,886","552,51"
14290,Fresney le Puceux,812,"2,531","2,46","2,317","761,569"
14291,Fresney le Vieux,289,"2,22","2,18","2,032","282,968"
14293,Fumichon,274,"2,775","2,24","2,148","269,884"
14297,Gavrus,584,"3,503","3,41","3,016","511,832"
14298,Gefosse Fontenay,135,"2,945","2,666","2,666","149,899"
14299,Genneville,835,"2,808","2,578","2,141","812,451"
14300,Gerrots,52,"1,948","1,755","1,659","54,824"
14301,Giberville,4916,"5,362","5,048","4,642","4905,271"
14302,Glanville,166,"4,024","3,309","2,915","161,607"
14303,Glos,919,"3,723","2,755","2,482","928,468"
14304,Gonneville sur Honfleur,882,"4,668","4,159","3,458","883,493"
14305,Gonneville sur Mer,678,"3,582","3,272","3,103","747,842"
14306,Gonneville en Auge,390,"3,119","2,802","2,711","411,8"
14308,Goustranville,268,"4,048","3,616","3,427","256,475"
14309,Gouvix,840,"3,321","2,999","2,867","826,939"
14310,Grainville Langannerie,706,"2,669","2,366","2,24","673,365"
14311,Grainville sur Odon,1045,"5,692","5,412","4,784","1049,989"
14312,Grandcamp Maisy,1536,"2,135","1,911","1,911","1857,22"
14316,Grangues,265,"3,282","3,016","2,98","275,531"
14318,Graye sur Mer,728,"3,486","3,053","2,636","734,091"
14319,Grentheville,973,"5,842","5,529","5,073","934,603"
14320,Grimbosq,283,"2,071","2,045","1,874","285,91"
14322,Gueron,245,"3,691","3,289","2,82","255,859"
14325,Hermanville sur Mer,3110,"3,789","3,393","3,124","3165,436"
14326,Hermival les Vaux,808,"3,685","3,013","2,74","812,24"
14327,Herouville Saint Clair,22555,"6,791","6,388","5,843","21526,517"
14328,Herouvillette,1345,"3,731","3,414","3,198","1328,489"
14329,Heuland,109,"4,945","4,365","4,034","106,329"
14332,La Hoguette,667,"3,212","2,519","2,171","663,407"
14333,Honfleur,6733,"4,081","3,772","3,135","6873,168"
14334,L Hotellerie,316,"2,305","1,673","1,581","306,619"
14335,Hotot en Auge,300,"2,825","2,632","2,323","320,031"
14336,Hottot les Bagues,476,"2,36","2,187","1,928","463,406"
14337,La Houblonniere,329,"2,782","2,244","1,876","302,856"
14338,Houlgate,1711,"3,698","3,353","3,184","1976,138"
14341,Ifs,11696,"6,504","6,128","5,611","11408,44"
14342,Isigny sur Mer,3610,"3,449","3,048","3,048","3894,174"
14343,Les Isles Bardel,66,"2,233","1,855","1,805","70,318"
14344,Janville,379,"3,318","3,245","2,837","405,172"
14345,Jort,301,"2,838","2,608","2,123","301,45"
14346,Juaye Mondaye,679,"2,688","2,333","1,938","679,633"
14347,Dialan sur Chaîne,1041,"3,035","3,035","2,603","984,228"
14348,Juvigny sur Seulles,81,"3,67","3,426","2,929","78,808"
14349,Laize Clinchamps,2116,"3,45","3,363","3,164","1994,036"
14352,Landelles et Coupigny,841,"2,534","2,489","2,266","918,11"
14353,Landes sur Ajon,451,"2,985","2,973","2,478","412,859"
14354,Langrune sur Mer,1934,"3,571","3,161","2,758","2023,687"
14355,Ponts sur Seulles,1191,"3,591","3,205","2,77","1171,4"
14357,Terres de Druance,910,"2,322","2,322","2,073","904,25"
14358,Leaupartie,89,"2,921","2,416","2,026","84,721"
14360,Leffard,216,"3,119","2,658","2,48","209,478"
14362,Lessard et le Chêne,160,"2,235","1,998","1,769","158,261"
14364,Lingevres,465,"2,464","2,241","1,976","464,283"
14365,Lion sur Mer,2536,"2,729","2,44","2,143","2632,879"
14366,Lisieux,20038,"3,107","2,524","2,251","20769,513"
14367,Lison,437,"2,197","1,736","1,655","457,024"
14368,Lisores,262,"1,383","1,383","1,383","267,265"
14369,Litteau,288,"1,73","1,376","1,213","281,379"
14370,Le Molay Littry,3016,"2,573","2,189","1,816","3199,106"
14371,Livarot Pays d Auge,6220,"1,652","1,652","1,652","6395,643"
14374,Les Loges,142,"2,368","2,328","2,02","134,91"
14375,Les Loges Saulces,166,"2,757","2,295","2,195","159,596"
14377,Longues sur Mer,592,"2,557","2,304","1,93","597,924"
14378,Longueville,274,"3,249","2,893","2,684","276,21"
14379,Longvillers,364,"3,567","3,5","2,783","350,907"
14380,Loucelles,186,"4,051","3,662","3,171","176,371"
14381,Louvagny,61,"2,602","2,372","1,887","62,078"
14383,Louvigny,2683,"7,007","6,617","6,002","2717,966"
14384,Luc sur Mer,3213,"2,887","2,525","2,243","3516,9"
14385,Magny en Bessin,164,"3,227","2,915","2,518","156,79"
